CGD	CAL0000177059	SIN3		GO:0031508	CGD_REF:CAL0121033	IEA	PomBase:SPBC12C2.10c	P		C1_00930C_A|orf19.13432|orf6.5091|IPF21124.1|IPF5096.2|Contig4-2910_0015|orf19.6010.3|CA2988|CA2989|SIN3.exon3|SIN3.exon2|IPF5097.2|orf19.6011|C1_00930C_B|C1_00930C|CAWG_01281	gene_product	NCBITaxon:237561	20210202	CGD		
UniProtKB	A0A7M7N0W3	A0A7M7N0W3		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Uncharacterized protein	UniProtKB:A0A7M7N0W3|PTN008714468	protein	NCBITaxon:7668	20200210	GO_Central		
AGI_LocusCode	AT1G57820	VIM1		GO:0031508	TAIR:Publication:501720721|PMID:17242155	IMP		P	AT1G57820	ORTH2|VARIANT IN METHYLATION 1|ORTHRUS 2|F12K22.14|F12K22_14	protein	NCBITaxon:3702	20070330	TAIR		TAIR:locus:2009420
UniProtKB	Q5BE04	AN1226		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	NAD-dependent protein deacetylase hst4	UniProtKB:Q5BE04|PTN000119291	protein	NCBITaxon:227321	20180419	GO_Central		
UniProtKB	A0A337SKA9	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:A0A337SKA9|PTN008472998	protein	NCBITaxon:9685	20200210	GO_Central		
UniProtKB	F7DJV5	TBC1D12		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Uncharacterized protein	UniProtKB:F7DJV5|PTN002343954	protein	NCBITaxon:13616	20200210	GO_Central		
UniProtKB	E2QW28	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:E2QW28|PTN002245690	protein	NCBITaxon:9615	20200210	GO_Central		
UniProtKB	Q4WT50	AFUA_1G10540		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	SIR2 family histone deacetylase (Hst4), putative	UniProtKB:Q4WT50|PTN002935432	protein	NCBITaxon:330879	20180419	GO_Central		
CGD	CAL0000154823	CPAR2_110010		GO:0031508	CGD_REF:CAL0121033	IEA	PomBase:SPBC12C2.10c	P		CPAG_00736	gene_product	NCBITaxon:578454	20210202	CGD		
CGD	CAL0000218851	B9J08_003426		GO:0031508	CGD_REF:CAL0121033	IEA	PomBase:SPBC12C2.10c	P			gene_product	NCBITaxon:498019	20210202	CGD		
CGD	CAL0129134	SIN3		GO:0031508	CGD_REF:CAL0121033	IEA	PomBase:SPBC12C2.10c	P		CAGL0E02475g|CAGL-IPF7966|CAGL-CDS0107.1|CAG58716.1	gene_product	NCBITaxon:284593	20210202	CGD		
UniProtKB	Q0UMU7	JI435_069170		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	Deacetylase sirtuin-type domain-containing protein	UniProtKB:Q0UMU7|PTN000872173	protein	NCBITaxon:321614	20180419	GO_Central		
UniProtKB	H2QCB8	CENPV		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	Centromere protein V	UniProtKB:H2QCB8|PTN002007404	protein	NCBITaxon:9598	20190822	GO_Central		
UniProtKB	F1PH09	CENPV		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	Centromere protein V	UniProtKB:F1PH09|PTN002007396	protein	NCBITaxon:9615	20190822	GO_Central		
UniProtKB	H2L5X1	hells		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Uncharacterized protein	UniProtKB:H2L5X1|PTN002932421	protein	NCBITaxon:8090	20200210	GO_Central		
UniProtKB	H9Z660	CENPV		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	Centromere protein V	UniProtKB:H9Z660|PTN002007405	protein	NCBITaxon:9544	20190822	GO_Central		
UniProtKB	Q5KG84	CNE04500		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	Hst4 protein, putative	UniProtKB:Q5KG84|PTN000872175	protein	NCBITaxon:214684	20180419	GO_Central		
UniProtKB	H2Q2A9	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Uncharacterized protein	UniProtKB:H2Q2A9|PTN002245675	protein	NCBITaxon:9598	20200210	GO_Central		
UniProtKB	Q6CB00	YALI0_C23034g		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	YALI0C23034p	UniProtKB:Q6CB00|PTN000872169	protein	NCBITaxon:284591	20180419	GO_Central		
UniProtKB	A0A2I2Z0H9	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:A0A2I2Z0H9|PTN002584577	protein	NCBITaxon:9595	20200210	GO_Central		
UniProtKB	Q750R0	AGOS_AGL118W		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	Protein acetyllysine N-acetyltransferase	UniProtKB:Q750R0|PTN000119289	protein	NCBITaxon:284811	20180419	GO_Central		
UniProtKB	F7AUK1	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:F7AUK1|PTN002245687	protein	NCBITaxon:9796	20200210	GO_Central		
UniProtKB	A0A5F5XUM8	CENPV		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	Centromere protein V	UniProtKB:A0A5F5XUM8|PTN002007395	protein	NCBITaxon:9685	20190822	GO_Central		
UniProtKB	E1BCV0	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:E1BCV0|PTN002245685	protein	NCBITaxon:9913	20200210	GO_Central		
UniProtKB	F6WF33	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:F6WF33|PTN002245691	protein	NCBITaxon:9258	20200210	GO_Central		
UniProtKB	R4GC58	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Uncharacterized protein	UniProtKB:R4GC58|PTN002245694	protein	NCBITaxon:28377	20200210	GO_Central		
UniProtKB	F7A4S7	CENPV		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	Centromere protein V	UniProtKB:F7A4S7|PTN002007393	protein	NCBITaxon:9796	20190822	GO_Central		
UniProtKB	B6K5R3	SJAG_04039		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	Sir2 family histone deacetylase Hst4	UniProtKB:B6K5R3|PTN008718634	protein	NCBITaxon:402676	20180419	GO_Central		
UniProtKB	F7H9L1	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:F7H9L1|PTN002245676	protein	NCBITaxon:9544	20200210	GO_Central		
UniProtKB	F1SDE3	CENPV		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	Centromere protein V	UniProtKB:F1SDE3|PTN002007392	protein	NCBITaxon:9823	20190822	GO_Central		
UniProtKB	F1SC64	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:F1SC64|PTN002245686	protein	NCBITaxon:9823	20200210	GO_Central		
UniProtKB	Q7SCK0	nst-3		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	SIR2 family histone deacetylase	UniProtKB:Q7SCK0|PTN000119292	protein	NCBITaxon:367110	20180419	GO_Central		
UniProtKB	W5MT63	W5MT63		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid specific	UniProtKB:W5MT63|PTN002932422	protein	NCBITaxon:7918	20200210	GO_Central		
UniProtKB	A9UYI8	25139		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Predicted protein	UniProtKB:A9UYI8|PTN002245707	protein	NCBITaxon:81824	20200210	GO_Central		
UniProtKB	E3JQ55	PGTG_00094		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	Deacetylase sirtuin-type domain-containing protein	UniProtKB:E3JQ55|PTN000872177	protein	NCBITaxon:418459	20180419	GO_Central		
UniProtKB	G3N1U1	CENPV		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	CENP-V/GFA domain-containing protein	UniProtKB:G3N1U1|PTN002007391	protein	NCBITaxon:9913	20190822	GO_Central		
UniProtKB	A0A0D1DSY4	UMAG_05758		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	Chromosome 16, whole genome shotgun sequence	UniProtKB:A0A0D1DSY4|PTN002254378	protein	NCBITaxon:237631	20180419	GO_Central		
UniProtKB	Q7Z7K6	CENPV		GO:0031508	PMID:18772885	IMP		P	Centromere protein V	PRR6	protein	NCBITaxon:9606	20081216	UniProt		
UniProtKB	Q7Z7K6	CENPV		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	Centromere protein V	PRR6	protein	NCBITaxon:9606	20190822	GO_Central		
UniProtKB	Q8N6T7	SIRT6		GO:0031508	PMID:27043296	IDA		P	NAD-dependent protein deacylase sirtuin-6	SIR2L6	protein	NCBITaxon:9606	20220301	UniProt		
UniProtKB	Q9NRZ9	HELLS		GO:0031508	GO_REF:0000024	ISS	UniProtKB:Q60848	P	Lymphoid-specific helicase	PASG|SMARCA6|Nbla10143	protein	NCBITaxon:9606	20061106	UniProt		
UniProtKB	Q9NRZ9	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Lymphoid-specific helicase	PASG|SMARCA6|Nbla10143	protein	NCBITaxon:9606	20200210	GO_Central		
RGD	1565681	Cenpv		GO:0031508	RGD:1624291	ISO	UniProtKB:Q7Z7K6	P	centromere protein V		gene	NCBITaxon:10116	20081216	RGD		
RGD	1565681	Cenpv		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002007387|UniProtKB:Q7Z7K6	P	centromere protein V		gene	NCBITaxon:10116	20190822	GO_Central		
RGD	621095	H3f3b		GO:0031508	RGD:1624291	ISO	MGI:1101768	P	H3.3 histone B		gene	NCBITaxon:10116	20160420	RGD		
RGD	2319910	H3f3a		GO:0031508	RGD:1624291	ISO	MGI:1097686	P	H3.3 histone A		gene	NCBITaxon:10116	20160420	RGD		
RGD	1305216	Sirt6		GO:0031508	RGD:1624291	ISO	UniProtKB:Q8N6T7	P	sirtuin 6		gene	NCBITaxon:10116	20220301	RGD		
PomBase	SPBC12C2.10c	pst1		GO:0031508	PMID:12526748	IMP		P	Clr6 histone deacetylase complex subunit Pst1	SPBC21D10.01c	protein	NCBITaxon:4896	20200307	PomBase		
PomBase	SPCC1739.03	hrr1		GO:0031508	PMID:15607976	IMP		P	RNAi-mediated heterochromatin assembly helicase Hrr1		protein	NCBITaxon:4896	20050322	PomBase		
RGD	1309381	Dicer1		GO:0031508	RGD:1624291	ISO	MGI:2177178	P	dicer 1 ribonuclease III		gene	NCBITaxon:10116	20200330	RGD		
PomBase	SPCC663.12	cid12		GO:0031508	PMID:15607976	IMP		P	poly(A) polymerase Cid12	csp10|csp8	protein	NCBITaxon:4896	20050322	PomBase		
PomBase	SPAC1783.04c	hst4		GO:0031508	PMID:10512858	EXP		P	histone deacetylase, Sirtuin family, NAD-dependent Hst4		protein	NCBITaxon:4896	20150519	PomBase		
PomBase	SPAC1783.04c	hst4		GO:0031508	PMID:10512858	IMP		P	histone deacetylase, Sirtuin family, NAD-dependent Hst4		protein	NCBITaxon:4896	20150519	PomBase		
PomBase	SPAC1783.04c	hst4		GO:0031508	PMID:21873635	IBA	PANTHER:PTN000872167|PomBase:SPAC1783.04c	P	histone deacetylase, Sirtuin family, NAD-dependent Hst4		protein	NCBITaxon:4896	20180419	GO_Central		
PomBase	SPBC83.03c	tas3		GO:0031508	PMID:14704433	IMP		P	RITS complex subunit 3		protein	NCBITaxon:4896	20041102	PomBase		
PomBase	SPCC132.02	hst2		GO:0031508	PMID:17446861	IMP		P	histone deacetylase, Sirtuin family, NAD-dependent Hst2		protein	NCBITaxon:4896	20080721	PomBase		
PomBase	SPBC342.06c	rtt109		GO:0031508	PMID:17369611	IMP		P	histone lysine acetyltransferase Rtt109	kat11	protein	NCBITaxon:4896	20070823	PomBase		
PomBase	SPCC1393.05	ers1		GO:0031508	PMID:18658154	IMP		P	RNA-silencing factor Ers1		protein	NCBITaxon:4896	20080729	PomBase		
PomBase	SPCC188.13c	dcr1		GO:0031508	PMID:12193640	IMP		P	dicer	SPCC584.10c	protein	NCBITaxon:4896	20041102	PomBase		
PomBase	SPAC6F12.09	rdp1		GO:0031508	PMID:12193640	IMP		P	RNA-directed RNA polymerase Rdp1	csp7|rdr1	protein	NCBITaxon:4896	20040924	PomBase		
PomBase	SPBC16C6.10	chp2		GO:0031508	PMID:10835380	IMP		P	heterochromatin (HP1) family chromodomain protein Chp2		protein	NCBITaxon:4896	20050307	PomBase		
PomBase	SPAC3A11.08	cul4		GO:0031508	PMID:16024659	IMP		P	cullin 4	Cul-4|pcu4	protein	NCBITaxon:4896	20050901	PomBase		
PomBase	SPBP8B7.28c	stc1		GO:0031508	PMID:20211136	IMP		P	CLRC complex-Argonaute linker protein Stc1		protein	NCBITaxon:4896	20100318	PomBase		
PomBase	SPCC736.11	ago1		GO:0031508	PMID:12193640	IMP		P	argonaute	csp9	protein	NCBITaxon:4896	20041102	PomBase		
PomBase	SPCC736.11	ago1		GO:0031508	PMID:10545449	IMP		P	argonaute	csp9	protein	NCBITaxon:4896	20041214	PomBase		
MGI	MGI:1354161	Sirt6		GO:0031508	MGI:MGI:4834177|GO_REF:0000096	ISO	UniProtKB:Q8N6T7	P	sirtuin 6	2810449N18Rik	protein_coding_gene	NCBITaxon:10090	20220301	MGI		
MGI	MGI:1097686	H3f3a		GO:0031508	PMID:26159997	IGI	MGI:MGI:1101768	P	H3.3 histone A	H3-3a|H3.3A	protein_coding_gene	NCBITaxon:10090	20160420	MGI		
MGI	MGI:2177178	Dicer1		GO:0031508	PMID:15713842	IMP	MGI:MGI:3589287	P	dicer 1, ribonuclease type III	1110006F08Rik|D12Ertd7e	protein_coding_gene	NCBITaxon:10090	20200330	MGI		
PomBase	SPBC428.08c	clr4		GO:0031508	PMID:11283354	IMP		P	histone lysine H3-K9 methyltransferase Clr4		protein	NCBITaxon:4896	20190303	PomBase		
PomBase	SPCC613.12c	raf1		GO:0031508	PMID:16024659	IMP		P	CLRC ubiquitin ligase complex WD repeat subunit Raf1/Dos1	clr8|cmc1|dos1	protein	NCBITaxon:4896	20050901	PomBase		
PomBase	SPCC970.07c	raf2		GO:0031508	PMID:16024659	IMP		P	CLRC ubiquitin ligase complex subunit Raf2	clr7|cmc2|dos2	protein	NCBITaxon:4896	20050901	PomBase		
UniProtKB	A0A803KL40	hells		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid-specific	UniProtKB:A0A803KL40|PTN008714467	protein	NCBITaxon:8364	20200210	GO_Central		
RGD	1309820	Hells		GO:0031508	RGD:1624291	ISO	MGI:106209	P	helicase, lymphoid specific		gene	NCBITaxon:10116	20061106	RGD		
RGD	1309820	Hells		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	helicase, lymphoid specific		gene	NCBITaxon:10116	20200210	GO_Central		
UniProtKB	A0A3Q2U1T0	HELLS		GO:0031508	PMID:21873635	IBA	PANTHER:PTN002245661|MGI:MGI:106209	P	Helicase, lymphoid-specific		protein	NCBITaxon:9031	20200210	GO_Central		
UniProtKB	Q5E9F8	H3-3A		GO:0031508	GO_REF:0000107	IEA	UniProtKB:P84244|ensembl:ENSMUSP00000102062	P	Histone H3.3	H3-3B|H3F3A|H3F3B	protein	NCBITaxon:9913	20220907	Ensembl		
UniProtKB	A5D7K6	SIRT6		GO:0031508	GO_REF:0000107	IEA	UniProtKB:Q8N6T7|ensembl:ENSP00000337332	P	Deacetylase sirtuin-type domain-containing protein		protein	NCBITaxon:9913	20220907	Ensembl		
UniProtKB	E1BCV0	HELLS		GO:0031508	GO_REF:0000107	IEA	UniProtKB:Q60848|ensembl:ENSMUSP00000025965	P	Helicase, lymphoid specific		protein	NCBITaxon:9913	20220907	Ensembl		
UniProtKB	A0A8I3PAQ1	HELLS		GO:0031508	GO_REF:0000107	IEA	UniProtKB:Q60848|ensembl:ENSMUSP00000025965	P	Lymphoid-specific helicase		protein	NCBITaxon:9615	20221109	Ensembl		
UniProtKB	A0A8I3RTD7	SIRT6		GO:0031508	GO_REF:0000107	IEA	UniProtKB:Q8N6T7|ensembl:ENSP00000337332	P	Deacetylase sirtuin-type domain-containing protein		protein	NCBITaxon:9615	20221109	Ensembl		
